"chromosome","begin","end","width","strand","unique_id","gene_id","gene_name","gene_type","gene_region","Nr_of_region","Total_nr_of_region","window_number","baseMean","log2FoldChange","lfcSE","stat","pvalue","pSlidingWindows","pSlidingWindows.adj","p_adj_IHW","significant"
"chr5",150379288,150379338,50,"+","ENSG00000070814.22:CDS0014W01085","ENSG00000070814.22","TCOF1","protein_coding","CDS",14,24,1085,4.91540233975885,6.54943918004991,3.54353606743694,1.8482778375633,0.032281080066986,0.032281080066986,0.165146252138822,1,FALSE
"chr5",150396501,150396551,50,"+","ENSG00000070814.22:CDS0021W01946","ENSG00000070814.22","TCOF1","protein_coding","CDS",21,24,1946,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.0671911251942886,0.182299427319962,1,FALSE
"chr5",150511686,150511736,50,"+","ENSG00000070614.15:intron0005W01295","ENSG00000070614.15","NDST1","protein_coding","intron",5,21,1295,5.94022037434119,6.80450561661197,3.76490338551931,1.80735198751279,0.0353537074790034,0.0353537074790034,0.165973322128392,1,FALSE
"chr5",150539267,150539317,50,"+","ENSG00000070614.15:CDS0012W02674","ENSG00000070614.15","NDST1","protein_coding","CDS",12,22,2674,5.76872855353403,6.76380104298613,3.38398584029536,1.99876753692201,0.0228167558819006,0.0228167558819006,0.163797790844881,1,FALSE
"chr5",154755376,154755426,50,"+","ENSG00000155506.18:5UTR0002W02127","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2127,20.0841395756623,8.57781469808756,2.51988632951921,3.40404826900433,0.000331975097671126,0.000995925293013377,0.0346033226807199,0.00838175988183803,TRUE
"chr5",154755396,154755446,50,"+","ENSG00000155506.18:5UTR0002W02128","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2128,11.5250584362862,7.77795915566023,2.80855180836587,2.76938425436623,0.00280811776841966,0.0112324710736786,0.140515160191491,0.0356920633263357,FALSE
"chr5",154755416,154755466,50,"+","ENSG00000155506.18:5UTR0002W02129","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2129,11.4372460807523,7.76944522235239,2.91943000464028,2.66128840561455,0.00389211248114397,0.0194605624057198,0.159722104997208,0.0418692136993336,FALSE
"chr5",154755436,154755486,50,"+","ENSG00000155506.18:5UTR0002W02130","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2130,13.6035862234394,6.58617411177683,2.69947798951265,2.43979544836587,0.00734779019156821,0.0367389509578411,0.165973322128392,0.0592219383013603,FALSE
"chr5",154755456,154755506,50,"+","ENSG00000155506.18:5UTR0002W02131","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2131,4.87714615351663,5.08939524876259,3.67510948322996,1.38482819953697,0.0830525030004258,0.415262515002129,0.50078585570471,1,FALSE
"chr5",154755476,154755526,50,"+","ENSG00000155506.18:5UTR0002W02132","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2132,4.87714615351663,5.08939524876259,3.67510948322996,1.38482819953697,0.0830525030004258,0.332210012001703,0.421062606876727,1,FALSE
"chr5",154755496,154755546,50,"+","ENSG00000155506.18:5UTR0002W02133","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2133,3.64367879961735,6.12021597643131,3.94589865097557,1.55103222808781,0.0604469804083434,0.18134094122503,0.278451366345537,1,FALSE
"chr5",154755556,154755606,50,"+","ENSG00000155506.18:5UTR0002W02136","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2136,4.45461593688968,4.9529055815396,3.45285385498973,1.43443823270485,0.0757236218780941,0.227170865634282,0.324030435881905,1,FALSE
"chr5",154755576,154755626,50,"+","ENSG00000155506.18:5UTR0002W02137","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2137,4.11576518553598,4.83531112457581,3.53371359089725,1.36833702002093,0.0856033040082142,0.342413216032857,0.430943263940816,1,FALSE
"chr5",154755596,154755646,50,"+","ENSG00000155506.18:5UTR0002W02138","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2138,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.38548995321144,0.470126536778278,1,FALSE
"chr5",154755616,154755666,50,"+","ENSG00000155506.18:5UTR0002W02139","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2139,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.444344440154779,0.525344728724661,1,FALSE
"chr5",154755636,154755686,50,"+","ENSG00000155506.18:5UTR0002W02140","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2140,4.74391051895169,6.5020537138278,3.99096525854071,1.62919326343755,0.0516360563073853,0.258180281536927,0.352064020277627,1,FALSE
"chr5",154755656,154755706,50,"+","ENSG00000155506.18:5UTR0002W02141","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2141,7.79356728113491,7.21660979407818,3.46483933314867,2.08281224616557,0.0186341704447953,0.0931708522239765,0.198155372781162,1,FALSE
"chr5",154755676,154755726,50,"+","ENSG00000155506.18:5UTR0002W02142","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2142,6.77701502707384,7.01546659639104,3.59473747349665,1.95159358593355,0.0254932376818834,0.127466188409417,0.236202651175002,1,FALSE
"chr5",154755696,154755746,50,"+","ENSG00000155506.18:5UTR0002W02143","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2143,14.5829809789906,8.11113173255098,2.62916383734681,3.08506134814947,0.00101755085669429,0.00407020342677717,0.089413178504363,0.0233414854707064,FALSE
"chr5",154755716,154755757,41,"+","ENSG00000155506.18:5UTR0002W02144","ENSG00000155506.18","LARP1","protein_coding","5UTR",2,25,2144,9.50021970868527,7.48645670033394,2.92626244966828,2.55836816727857,0.00525823432932181,0.0157747029879654,0.157022477169529,0.0399109921998709,FALSE
"chr5",154755757,154755807,50,"+","ENSG00000155506.18:CDS0002W02146","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2146,19.1636654576564,8.50388133687579,2.49791190445675,3.40439601641004,0.000331552707707721,0.000994658123123162,0.0346033226807199,0.00905697471980744,TRUE
"chr5",154755777,154755827,50,"+","ENSG00000155506.18:CDS0002W02147","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2147,20.0169916714316,8.56395854030812,2.49816460682303,3.42810018079596,0.000303910558337778,0.00121564223335111,0.0407809044784289,0.0101952261196072,FALSE
"chr5",154755797,154755847,50,"+","ENSG00000155506.18:CDS0002W02148","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2148,24.5552870735946,7.42982126783787,2.30884529054697,3.21798142918347,0.000645480880098743,0.00322740440049371,0.0760571964505217,0.0190126504907977,FALSE
"chr5",154755817,154755867,50,"+","ENSG00000155506.18:CDS0002W02149","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2149,11.9971448222048,6.40050505953733,2.65000868538787,2.41527701204516,0.007861623320159,0.039308116600795,0.166202615419645,0.0616387947435213,FALSE
"chr5",154755837,154755887,50,"+","ENSG00000155506.18:CDS0002W02150","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2150,13.5353396314762,5.02019204311309,2.36789600649674,2.12010663869499,0.0169985266172593,0.0849926330862964,0.193415508945609,0.116496325454762,FALSE
"chr5",154755857,154755907,50,"+","ENSG00000155506.18:CDS0002W02151","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2151,9.08072369458651,5.02568006862174,2.65661237401807,1.89176265147802,0.029261305794131,0.146306528970655,0.252495555572773,0.180759699254383,FALSE
"chr5",154755877,154755927,50,"+","ENSG00000155506.18:CDS0002W02152","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2152,8.99291133905261,5.01784145984783,2.7664191257685,1.81383992508868,0.0348511869070112,0.174255934535056,0.275841899494444,0.225539150356557,FALSE
"chr5",154755897,154755947,50,"+","ENSG00000155506.18:CDS0002W02153","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2153,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.38548995321144,0.470126536778278,1,FALSE
"chr5",154755917,154755967,50,"+","ENSG00000155506.18:CDS0002W02154","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2154,4.40505976759799,6.39535635952239,4.08647268552585,1.56500651091454,0.058790691333755,0.293953456668775,0.382904177489357,1,FALSE
"chr5",154755937,154755987,50,"+","ENSG00000155506.18:CDS0002W02155","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2155,8.81425242545662,7.39026376963707,2.98069202076591,2.47937851953523,0.00658057769057691,0.0329028884528845,0.165146252138822,0.0531513170527107,FALSE
"chr5",154755957,154756007,50,"+","ENSG00000155506.18:CDS0002W02156","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2156,10.5580623515168,6.21262937737831,2.7013285752412,2.2998421718556,0.0107285816370201,0.0536429081851005,0.173053100097683,0.0768619799474392,FALSE
"chr5",154755977,154756027,50,"+","ENSG00000155506.18:CDS0002W02157","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2157,19.117143490893,7.07430286635815,2.42174348545699,2.92116110101694,0.00174364724737175,0.00871823623685873,0.127968345919339,0.0322696750826967,FALSE
"chr5",154755997,154756047,50,"+","ENSG00000155506.18:CDS0002W02158","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2158,14.6583946637426,8.12571446599796,2.7075966421447,3.00108012379626,0.00134511883499679,0.00672559417498393,0.112901554839283,0.0283135585711437,FALSE
"chr5",154756017,154756067,50,"+","ENSG00000155506.18:CDS0002W02159","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2159,12.792649086167,7.93062995279997,2.86017564545448,2.77277724723084,0.00277900758470962,0.0111160303388385,0.140515160191491,0.036007129594272,FALSE
"chr5",154756037,154756087,50,"+","ENSG00000155506.18:CDS0002W02160","ENSG00000155506.18","LARP1","protein_coding","CDS",2,25,2160,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.266606664092868,0.356837928945053,1,FALSE
"chr5",154793899,154793949,50,"+","ENSG00000155506.18:3UTR0011W04056","ENSG00000155506.18","LARP1","protein_coding","3UTR",11,25,4056,11.1820747946718,7.73608711086173,3.18729052244712,2.42716723071801,0.00760861984883954,0.0228258595465186,0.163797790844881,0.0437405160742271,FALSE
"chr5",154793919,154793969,50,"+","ENSG00000155506.18:3UTR0011W04057","ENSG00000155506.18","LARP1","protein_coding","3UTR",11,25,4057,10.5043732919644,7.64612893437815,3.22981560385938,2.36735772941391,0.00895780332458953,0.0268734099737686,0.165146252138822,0.049142836176521,FALSE
"chr5",154793939,154793989,50,"+","ENSG00000155506.18:3UTR0011W04058","ENSG00000155506.18","LARP1","protein_coding","3UTR",11,25,4058,8.1324180324886,7.27785588727206,3.42790856947305,2.12311843789662,0.0168719641714213,0.0506158925142638,0.171271988922055,0.0695070121256309,FALSE
"chr5",154803539,154803589,50,"+","ENSG00000155506.18:CDS0018W04537","ENSG00000155506.18","LARP1","protein_coding","CDS",18,25,4537,3.57129931739355,3.62760554387775,3.59120863740096,1.01013500193159,0.156215307365147,0.312430614730294,0.400235606906189,1,FALSE
"chr5",154803559,154803609,50,"+","ENSG00000155506.18:CDS0018W04538","ENSG00000155506.18","LARP1","protein_coding","CDS",18,25,4538,4.42049264090809,3.94516831698136,3.29108287149787,1.1987447508989,0.115313605702389,0.230627211404778,0.324030435881905,1,FALSE
"chr5",154804220,154804270,50,"+","ENSG00000155506.18:CDS0019W04571","ENSG00000155506.18","LARP1","protein_coding","CDS",19,25,4571,3.82647060347397,3.72802916051023,3.46947676609743,1.07452201350339,0.141294391935802,0.141294391935802,0.247821665395793,1,FALSE
"chr5",154814096,154814146,50,"+","ENSG00000155506.18:3UTR0025W05062","ENSG00000155506.18","LARP1","protein_coding","3UTR",25,25,5062,6.75832460440235,3.97468397721916,2.83116110071751,1.40390597208044,0.0801734255379177,0.160346851075835,0.262870018253837,1,FALSE
"chr5",154814116,154814166,50,"+","ENSG00000155506.18:3UTR0025W05063","ENSG00000155506.18","LARP1","protein_coding","3UTR",25,25,5063,3.11051291452437,2.76933802626866,4.12985446823166,0.670565524178011,0.25124867569151,0.502497351383019,0.583362932648885,1,FALSE
"chr5",168291724,168291774,50,"+","ENSG00000113645.15:5UTR0001W00005","ENSG00000113645.15","WWC1","protein_coding","5UTR",1,26,5,6.01976694935382,6.83454867128295,3.29823355924087,2.07218456441151,0.0191241161712234,0.0382482323424468,0.166202615419645,1,FALSE
"chr5",168291744,168291794,50,"+","ENSG00000113645.15:5UTR0001W00006","ENSG00000113645.15","WWC1","protein_coding","5UTR",1,26,6,5.68091619800013,6.75011675597512,3.3577920555611,2.01028433097747,0.0222005521526693,0.0444011043053385,0.16832477931059,0.595164068646296,FALSE
"chr5",168291884,168291934,50,"+","ENSG00000113645.15:5UTR0001W00013","ENSG00000113645.15","WWC1","protein_coding","5UTR",1,26,13,11.6211365723413,7.77725335841273,2.79310735555552,2.78444483809177,0.0026809720326162,0.00536194406523241,0.10228246242082,0.0267977307027061,FALSE
"chr5",168291904,168291954,50,"+","ENSG00000113645.15:5UTR0001W00014","ENSG00000113645.15","WWC1","protein_coding","5UTR",1,26,14,11.6211365723413,7.77725335841273,2.79310735555552,2.78444483809177,0.0026809720326162,0.00536194406523241,0.10228246242082,0.0250802166559042,FALSE
"chr5",168292152,168292202,50,"+","ENSG00000113645.15:CDS0001W00026","ENSG00000113645.15","WWC1","protein_coding","CDS",1,26,26,7.37516995476859,7.12994668241509,3.11015709987768,2.29247155479558,0.0109392235663747,0.0109392235663747,0.139583399132446,1,FALSE
"chr5",171309806,171309856,50,"+","ENSG00000164438.6:intron0001W00029","ENSG00000164438.6","TLX3","protein_coding","intron",1,2,29,6.53424241177531,6.94235444531653,3.66649821574419,1.8934563817611,0.0291486017811788,0.0582972035623576,0.173532267214171,1,FALSE
"chr5",171309826,171309876,50,"+","ENSG00000164438.6:intron0001W00030","ENSG00000164438.6","TLX3","protein_coding","intron",1,2,30,7.12826444920943,7.06821136117096,3.5824098782867,1.97303256782871,0.0242459259740408,0.0484918519480816,0.171271988922055,1,FALSE
"chr5",171387814,171387864,50,"+","ENSG00000181163.14:5UTR0002W00036","ENSG00000181163.14","NPM1","protein_coding","5UTR",2,9,36,5.09230565581987,2.69268882232836,3.17092199171481,0.84918166683507,0.197890106484418,0.593670319453253,0.67404049274369,1,FALSE
"chr5",171387834,171387884,50,"+","ENSG00000181163.14:5UTR0002W00037","ENSG00000181163.14","NPM1","protein_coding","5UTR",2,9,37,6.44770866123464,3.07708307317353,2.9604565452793,1.03939477783594,0.149310585873859,0.447931757621576,0.529070845361651,1,FALSE
"chr5",171387854,171387904,50,"+","ENSG00000181163.14:5UTR0002W00038","ENSG00000181163.14","NPM1","protein_coding","5UTR",2,9,38,3.33719574671026,3.42674308379342,3.71267374933168,0.922985243292724,0.17800744772198,0.534022343165941,0.61399496149925,1,FALSE
"chr5",172834290,172834340,50,"+","ENSG00000113719.16:5UTR0001W00003","ENSG00000113719.16","ERGIC1","protein_coding","5UTR",1,17,3,2.56604704638194,1.94455177432051,4.42536993451536,0.439409993536161,0.330182243305622,0.330182243305622,0.419895625940483,1,FALSE
"chr5",177303798,177303848,50,"+","ENSG00000169230.10:5UTR0001W00001","ENSG00000169230.10","PRELID1","protein_coding","5UTR",1,5,1,7.58795216434617,5.73784422378237,3.2705574125957,1.75439336477768,0.0396815637484567,0.11904469124537,0.22670423584479,1,FALSE
"chr5",177303818,177303868,50,"+","ENSG00000169230.10:5UTR0001W00002","ENSG00000169230.10","PRELID1","protein_coding","5UTR",1,5,2,4.19944465080925,4.86818834041312,3.84295246432954,1.26678338740848,0.102616376888311,0.307849130664932,0.396329357444031,1,FALSE
"chr5",177303838,177303888,50,"+","ENSG00000169230.10:5UTR0001W00003","ENSG00000169230.10","PRELID1","protein_coding","5UTR",1,5,3,3.86059389945556,4.74330407475489,3.94617257721072,1.20200117504937,0.114681536413494,0.344044609240482,0.431719880030898,1,FALSE
"chr5",178204532,178204582,50,"+","ENSG00000197451.12:5UTR0001W00001","ENSG00000197451.12","HNRNPAB","protein_coding","5UTR",1,7,1,23.9520887001281,5.69232562697223,2.07111578256764,2.74843428594573,0.00299403184407144,0.00898209553221433,0.130144831009318,0.0321343124827583,FALSE
"chr5",178204552,178204602,50,"+","ENSG00000197451.12:5UTR0001W00002","ENSG00000197451.12","HNRNPAB","protein_coding","5UTR",1,7,2,17.8082624522417,8.39718400695107,2.53332248307985,3.31469209428967,0.000458720597794828,0.00183488239117931,0.0565409460811362,0.0140714673126336,FALSE
"chr5",178204572,178204622,50,"+","ENSG00000197451.12:5UTR0001W00003","ENSG00000197451.12","HNRNPAB","protein_coding","5UTR",1,7,3,12.4661970055952,7.88190640429918,2.72403103644141,2.89347158635749,0.00190504380893128,0.00762017523572514,0.119570030772553,0.0298812506756921,FALSE
"chr5",178204592,178204642,50,"+","ENSG00000197451.12:5UTR0001W00004","ENSG00000197451.12","HNRNPAB","protein_coding","5UTR",1,7,4,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.266606664092868,0.356837928945053,1,FALSE
"chr5",178204652,178204702,50,"+","ENSG00000197451.12:5UTR0001W00007","ENSG00000197451.12","HNRNPAB","protein_coding","5UTR",1,7,7,5.32487697580137,5.12438047039405,3.21652574339608,1.59314144490061,0.0555642318060661,0.111128463612132,0.219103890329653,1,FALSE
"chr5",178204672,178204722,50,"+","ENSG00000197451.12:5UTR0001W00008","ENSG00000197451.12","HNRNPAB","protein_coding","5UTR",1,7,8,4.90234675917441,4.99455597782773,3.28865033556697,1.51872515110873,0.0644158465173869,0.128831693034774,0.237569409576715,1,FALSE
"chr5",178204837,178204887,50,"+","ENSG00000197451.12:CDS0001W00016","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",1,7,16,7.00194226172476,4.47295390104105,2.93617366141727,1.52339555381816,0.0638298868600896,0.191489660580269,0.289658949034125,1,FALSE
"chr5",178204857,178204907,50,"+","ENSG00000197451.12:CDS0001W00017","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",1,7,17,6.35448481044688,6.92293955448788,3.33943776017854,2.07308536695643,0.0190821677914106,0.0763286711656424,0.187714449865563,1,FALSE
"chr5",178204877,178204927,50,"+","ENSG00000197451.12:CDS0001W00018","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",1,7,18,10.5043732919644,7.64612893437815,3.22981560385938,2.36735772941391,0.00895780332458953,0.0447890166229477,0.16847591721114,0.0618582218291275,FALSE
"chr5",178204897,178204947,50,"+","ENSG00000197451.12:CDS0001W00019","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",1,7,19,10.5043732919644,7.64612893437815,3.22981560385938,2.36735772941391,0.00895780332458953,0.0447890166229477,0.16847591721114,0.067850546303133,FALSE
"chr5",178204917,178204967,50,"+","ENSG00000197451.12:CDS0001W00020","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",1,7,20,8.47126878384229,7.33659883424774,3.39359459025054,2.16189607778285,0.015313093700699,0.0765654685034949,0.187714449865563,0.0970913337502292,FALSE
"chr5",178204937,178204987,50,"+","ENSG00000197451.12:CDS0001W00021","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",1,7,21,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.38548995321144,0.470126536778278,1,FALSE
"chr5",178204957,178205007,50,"+","ENSG00000197451.12:CDS0001W00022","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",1,7,22,6.61378898678794,6.96905312704285,3.20638226791774,2.17349415781563,0.0148715725235249,0.0594862900940997,0.17506216006435,1,FALSE
"chr5",178204977,178205027,50,"+","ENSG00000197451.12:CDS0001W00023","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",1,7,23,5.25838598137317,6.63406249813201,3.45038334798244,1.92270302429183,0.0272586784114181,0.0817760352342543,0.192563900396014,1,FALSE
"chr5",178209329,178209379,50,"+","ENSG00000197451.12:CDS0005W00240","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",5,7,240,6.1601696767076,3.84823983480309,3.30436197631716,1.16459391022654,0.122091705005053,0.244183410010105,0.337300004496718,1,FALSE
"chr5",178209349,178209399,50,"+","ENSG00000197451.12:CDS0005W00241","ENSG00000197451.12","HNRNPAB","protein_coding","CDS",5,7,241,7.17672193076868,4.08076489923133,3.16526564979003,1.2892329904449,0.0986585495150504,0.197317099030101,0.295321583798438,1,FALSE
"chr5",178884691,178884741,50,"+","ENSG00000178338.11:3UTR0005W01238","ENSG00000178338.11","ZNF354B","protein_coding","3UTR",5,7,1238,49.5011399294634,9.87582825996795,2.22643977024102,4.43570420901117,4.58858940283494e-06,2.29429470141747e-05,0.00127025584688235,0.000317563961720589,TRUE
"chr5",178884711,178884761,50,"+","ENSG00000178338.11:3UTR0005W01239","ENSG00000178338.11","ZNF354B","protein_coding","3UTR",5,7,1239,93.9484488204459,10.7982773917058,2.12062390226429,5.09202852055754,1.77126399214632e-07,1.23988479450242e-06,0.000101730306633271,2.51663869393599e-05,TRUE
"chr5",178884714,178884764,50,"+","ENSG00000206624.1:exon0001W00001","ENSG00000206624.1","RNU1-39P","snRNA","exon",1,1,1,93.6095980690922,10.7930509504421,2.12106506573602,5.08850535742373,1.80448294061175e-07,1.26313805842822e-06,0.000102404406879717,2.5336738943371e-05,TRUE
"chr5",178884731,178884781,50,"+","ENSG00000178338.11:3UTR0005W01240","ENSG00000178338.11","ZNF354B","protein_coding","3UTR",5,7,1240,76.1443192584649,10.494987828314,2.14568704428161,4.89120156468472,5.01111323409468e-07,3.50777926386627e-06,0.000252501874979736,6.6209974647008e-05,TRUE
"chr5",178884734,178884784,50,"+","ENSG00000206624.1:exon0001W00002","ENSG00000206624.1","RNU1-39P","snRNA","exon",1,1,2,63.9415593194713,10.242353194386,2.17539453164324,4.70827385350151,1.24911661647803e-06,8.74381631534618e-06,0.000556498963621565,0.000139124740905391,TRUE
"chr5",178884751,178884801,50,"+","ENSG00000178338.11:3UTR0005W01241","ENSG00000178338.11","ZNF354B","protein_coding","3UTR",5,7,1241,8.47953456436356,7.3270817737157,2.99000767985113,2.45052272711236,0.00713244784995914,0.0427946870997548,0.166202615419645,0.0634651174105684,FALSE
"chr5",178884754,178884804,50,"+","ENSG00000206624.1:exon0001W00003","ENSG00000206624.1","RNU1-39P","snRNA","exon",1,1,3,7.88551252692944,7.22314357436656,3.04881483845205,2.36916439898787,0.00891416340691712,0.0534849804415027,0.173053100097683,1,FALSE
"chr5",179698985,179699035,50,"+","ENSG00000127022.16:5UTR0004W01019","ENSG00000127022.16","CANX","protein_coding","5UTR",4,19,1019,5.48246817400022,3.66914075793111,3.42064789579376,1.07264496952256,0.141715219936304,0.425145659808913,0.510444630341801,1,FALSE
"chr5",179699005,179699055,50,"+","ENSG00000127022.16:5UTR0004W01020","ENSG00000127022.16","CANX","protein_coding","5UTR",4,19,1020,6.1601696767076,3.84823983480309,3.30436197631716,1.16459391022654,0.122091705005053,0.366275115015158,0.451381384953534,1,FALSE
"chr5",179699025,179699075,50,"+","ENSG00000127022.16:5UTR0004W01021","ENSG00000127022.16","CANX","protein_coding","5UTR",4,19,1021,6.70463554485004,4.58662570631839,3.25868505879046,1.40750812784002,0.0796383844163724,0.238915153249117,0.331569633916138,1,FALSE
"chr5",180729585,180729635,50,"+","ENSG00000199892.2:exon0001W00001","ENSG00000199892.2","RNU1-17P","snRNA","exon",1,1,1,66.4230130458449,10.3013409601127,2.30212267752462,4.47471416735676,3.82567998571384e-06,7.65135997142767e-06,0.000505881178693422,0.000131401681222381,TRUE
"chr5",180729605,180729655,50,"+","ENSG00000199892.2:exon0001W00002","ENSG00000199892.2","RNU1-17P","snRNA","exon",1,1,2,35.7549536032054,9.40941513285439,2.39096454447021,3.93540554778044,4.15281623338296e-05,8.30563246676592e-05,0.00404009693561971,0.00101002423390493,TRUE
"chr5",1344899,1344949,50,"-","ENSG00000049656.14:5UTR0001W01363","ENSG00000049656.14","CLPTM1L","protein_coding","5UTR",1,17,1363,4.19944465080925,4.86818834041312,3.84295246432954,1.26678338740848,0.102616376888311,0.205232753776621,0.300825452694531,1,FALSE
"chr5",1344919,1344969,50,"-","ENSG00000049656.14:5UTR0001W01364","ENSG00000049656.14","CLPTM1L","protein_coding","5UTR",1,17,1364,4.7097872229701,5.03119100798367,3.3534342319138,1.50031002847859,0.066767056461615,0.13353411292323,0.241144433503613,1,FALSE
"chr5",1345019,1345069,50,"-","ENSG00000049656.14:5UTR0001W01369","ENSG00000049656.14","CLPTM1L","protein_coding","5UTR",1,17,1369,7.59621794486743,5.72169530293116,2.91113055873687,1.96545472196678,0.0246808156312484,0.0493616312624967,0.171271988922055,1,FALSE
"chr5",1345039,1345089,50,"-","ENSG00000049656.14:5UTR0001W01370","ENSG00000049656.14","CLPTM1L","protein_coding","5UTR",1,17,1370,7.80183306165618,7.20557726559914,3.06140380439351,2.35368403712644,0.00929420188845317,0.0185884037769063,0.158872402916937,1,FALSE
"chr5",73448024,73448074,50,"-","ENSG00000251493.5:CDS0001W00161","ENSG00000251493.5","FOXD1","protein_coding","CDS",1,2,161,11.4537776417948,7.75400648870833,2.84916446972018,2.72150188980486,0.00324930067689717,0.00974790203069151,0.135108937875896,0.0338932913575834,FALSE
"chr5",73448044,73448094,50,"-","ENSG00000251493.5:CDS0001W00162","ENSG00000251493.5","FOXD1","protein_coding","CDS",1,2,162,11.7926283931485,7.79662039077248,2.81694733856017,2.76775510995444,0.00282219253256112,0.00846657759768336,0.126396688108856,0.0311891635855709,FALSE
"chr5",73448064,73448114,50,"-","ENSG00000251493.5:CDS0001W00163","ENSG00000251493.5","FOXD1","protein_coding","CDS",1,2,163,9.92688281557286,7.54683195775052,2.95578400362107,2.55324203274158,0.00533626522305685,0.0160087956691706,0.157022477169529,0.0399109921998709,FALSE
"chr5",82278323,82278373,50,"-","ENSG00000186468.13:5UTR0001W00253","ENSG00000186468.13","RPS23","protein_coding","5UTR",1,3,253,3.37698418365427,2.03629124989058,4.00103239368293,0.508941455486739,0.305396630481874,0.610793260963747,0.690947193880917,1,FALSE
"chr5",82278343,82278393,50,"-","ENSG00000186468.13:5UTR0001W00254","ENSG00000186468.13","RPS23","protein_coding","5UTR",1,3,254,3.89862673886459,1.67624938082603,3.45026864928755,0.485831554355097,0.313543300017089,0.627086600034177,0.707498301231403,1,FALSE
"chr5",128393174,128393224,50,"-","ENSG00000138829.12:CDS0017W06754","ENSG00000138829.12","FBN2","protein_coding","CDS",17,73,6754,3.89885008569777,6.21366703143138,3.8175025549816,1.62767855212643,0.0517965316043767,0.0517965316043767,0.171271988922055,1,FALSE
"chr5",134004666,134004716,50,"-","ENSG00000213585.11:5UTR0002W01643","ENSG00000213585.11","VDAC1","protein_coding","5UTR",2,12,1643,9.58803206421917,7.49609088951214,3.007966941709,2.49207888077825,0.00634989147724931,0.0190496744317479,0.158872402916937,0.0414839417894986,FALSE
"chr5",134004686,134004736,50,"-","ENSG00000213585.11:5UTR0002W01644","ENSG00000213585.11","VDAC1","protein_coding","5UTR",2,12,1644,9.416540243412,7.47207724977843,2.95331237441206,2.53006668529805,0.00570204249150999,0.02280816996604,0.163797790844881,0.0453762331354968,FALSE
"chr5",134004706,134004756,50,"-","ENSG00000213585.11:5UTR0002W01645","ENSG00000213585.11","VDAC1","protein_coding","5UTR",2,12,1645,7.37930284502922,7.12213916018908,3.12411602058988,2.27972940609431,0.0113118710642271,0.0452474842569086,0.16847591721114,1,FALSE
"chr5",134004726,134004776,50,"-","ENSG00000213585.11:5UTR0002W01646","ENSG00000213585.11","VDAC1","protein_coding","5UTR",2,12,1646,5.25838598137317,6.63406249813201,3.45038334798244,1.92270302429183,0.0272586784114181,0.0817760352342543,0.192563900396014,1,FALSE
